Sentence ID,System,Dataset,Edit Type,Input Text,Output Text,Input Index,Output Index,has_specialized_terms,contains_named_entity
MUSS_034,MUSS,scotus,substitution,“quintessentially suits at common law.”,basically common law cases.,"[[133, 172]]","[[128, 155]]",TRUE,FALSE
MUSS_035,MUSS,scotus,substitution,debtor,person,"[[7, 13]]","[[7, 13]]",TRUE,FALSE
MUSS_035,MUSS,scotus,deletion,virtually,,"[[73, 82]]",,FALSE,FALSE
MUSS_035,MUSS,scotus,substitution,it,he or she,"[[36, 38]]","[[36, 45]]",FALSE,FALSE
MUSS_036,MUSS,scotus,deletion,bankruptcy,,"[[136, 146]]",,TRUE,FALSE
MUSS_036,MUSS,scotus,structure,,,,,FALSE,FALSE
MUSS_037,MUSS,scotus,substitution,addresses the kinds of provisions that may,defines what types of provisions can,"[[16, 58]]","[[16, 52]]",FALSE,FALSE
MUSS_038,MUSS,scotus,deletion,provisions like,,"[[8, 23]]",,FALSE,FALSE
MUSS_038,MUSS,scotus,substitution,discharge,decision,"[[36, 45]]","[[20, 28]]",TRUE,FALSE
MUSS_038,MUSS,scotus,substitution,are,is,"[[46, 49]]","[[29, 31]]",FALSE,FALSE
MUSS_038,MUSS,scotus,substitution,"reason,","say,","[[81, 88]]","[[63, 67]]",FALSE,FALSE
MUSS_038,MUSS,scotus,substitution,necessarily permits,makes it possible for,"[[103, 122]]","[[82, 103]]",FALSE,FALSE
MUSS_039,MUSS,scotus,substitution,doubtlessly confers additional authorities on,surely gives more power to,"[[20, 65]]","[[20, 46]]",TRUE,FALSE
MUSS_039,MUSS,scotus,substitution,endow | with,give,"[[142, 147], [167, 171]]","[[123, 127]]",FALSE,FALSE
MUSS_039,MUSS,scotus,substitution,discharge the debts of a nondebtor,get rid of a person's debts,"[[207, 241]]","[[182, 209]]",TRUE,FALSE
MUSS_039,MUSS,scotus,insertion,,first.,,"[[245, 251]]",FALSE,FALSE
MUSS_039,MUSS,scotus,substitution,claimants.,people,"[[274, 284]]","[[238, 244]]",TRUE,FALSE
MUSS_039,MUSS,scotus,structure,,,,,FALSE,FALSE
MUSS_040,MUSS,scotus,reorder,maximum prison sentence.,maximum prison sentence,"[[102, 126]]","[[61, 84]]",FALSE,FALSE
MUSS_040,MUSS,scotus,deletion,bribery,,"[[67, 74]]",,TRUE,FALSE
MUSS_040,MUSS,scotus,substitution,provides for a,the | under | is,"[[79, 93]]","[[57, 60], [85, 90], [103, 105]]",FALSE,FALSE
MUSS_040,MUSS,scotus,substitution,accepts,takes,"[[22, 29]]","[[22, 27]]",FALSE,FALSE
MUSS_041,MUSS,scotus,substitution,extended the gratuities prohibition in §201(c) to,are now required to pay taxes.,"[[116, 165]]","[[147, 177]]",TRUE,TRUE
MUSS_041,MUSS,scotus,reorder,most state and local officials.,most state and local officials,"[[166, 197]]","[[116, 146]]",FALSE,FALSE
MUSS_042,MUSS,scotus,deletion,"“corruptly” solicit, accept, or agree to",,"[[164, 204]]",,TRUE,FALSE
MUSS_042,MUSS,scotus,insertion,,It also makes it a crime to bribe a federal official.,,"[[249, 302]]",FALSE,FALSE
MUSS_042,MUSS,scotus,split,,,,,FALSE,FALSE
MUSS_042,MUSS,scotus,insertion,,from a person or company,,"[[189, 213]]",FALSE,FALSE
MUSS_042,MUSS,scotus,substitution,"worth $5,000 or more.","that is worth more than $5,000.","[[329, 350]]","[[214, 245]]",FALSE,TRUE
MUSS_042,MUSS,scotus,deletion,“intending to be influenced or rewarded in connection with” any official business or transaction,,"[[232, 328]]",,TRUE,FALSE
MUSS_043,MUSS,scotus,substitution,dividing line,main difference,"[[4, 17]]","[[4, 19]]",FALSE,FALSE
MUSS_043,MUSS,scotus,deletion,bribery provision,,"[[36, 53]]",,TRUE,FALSE
MUSS_043,MUSS,scotus,deletion,gratuities provision,,"[[68, 88]]",,TRUE,FALSE
MUSS_043,MUSS,scotus,substitution,bribery,§201 (b),"[[97, 104]]","[[58, 66]]",TRUE,FALSE
MUSS_043,MUSS,scotus,split,,,,,FALSE,FALSE
MUSS_043,MUSS,scotus,insertion,,§201 (c),,"[[124, 132]]",FALSE,FALSE
MUSS_043,MUSS,scotus,insertion,,requires an official to,,"[[133, 156]]",FALSE,FALSE
MUSS_043,MUSS,scotus,deletion,intending to be influenced,,"[[203, 229]]",,FALSE,FALSE
MUSS_043,MUSS,scotus,substitution,in,for,"[[230, 232]]","[[195, 198]]",FALSE,FALSE
MUSS_044,MUSS,scotus,split,,,,,FALSE,FALSE
MUSS_044,MUSS,scotus,substitution,statute,law,"[[29, 36]]","[[29, 32]]",TRUE,FALSE
MUSS_044,MUSS,scotus,insertion,,so-called,,"[[49, 58]]",FALSE,FALSE
MUSS_044,MUSS,scotus,substitution,the Government does not identify any,there is no,"[[103, 139]]","[[117, 128]]",FALSE,TRUE
MUSS_044,MUSS,scotus,deletion,remotely,,"[[140, 148]]",,FALSE,FALSE
MUSS_044,MUSS,scotus,substitution,lines separating,line between,"[[155, 171]]","[[135, 147]]",FALSE,FALSE
MUSS_044,MUSS,scotus,substitution,but,"However,","[[99, 102]]","[[108, 116]]",FALSE,FALSE
MUSS_045,MUSS,scotus,substitution,an,the,"[[49, 51]]","[[49, 52]]",FALSE,FALSE
MUSS_045,MUSS,scotus,deletion,“to admit or to exclude an alien”,,"[[81, 114]]",,TRUE,FALSE
MUSS_045,MUSS,scotus,insertion,,and must be followed by all parties.,,"[[107, 144]]",FALSE,FALSE
MUSS_046,MUSS,scotus,insertion,,Because,,"[[0, 7]]",FALSE,FALSE
MUSS_046,MUSS,scotus,deletion,thus,,"[[53, 57]]",,FALSE,FALSE
MUSS_046,MUSS,scotus,substitution,invoke,use,"[[23, 29]]","[[31, 34]]",FALSE,FALSE
MUSS_046,MUSS,scotus,substitution,assert,claim,"[[69, 75]]","[[69, 74]]",FALSE,FALSE
MUSS_046,MUSS,scotus,substitution,thereby enabling,This would allow,"[[150, 166]]","[[139, 155]]",FALSE,FALSE
MUSS_046,MUSS,scotus,split,,,,,FALSE,FALSE
MUSS_046,MUSS,scotus,deletion,the denial of her husband’s visa,,"[[81, 113]]",,FALSE,FALSE
MUSS_046,MUSS,scotus,insertion,,the government,,"[[80, 94]]",FALSE,FALSE
MUSS_046,MUSS,scotus,substitution,violated,did not honor,"[[114, 122]]","[[95, 108]]",FALSE,FALSE
MUSS_047,MUSS,scotus,deletion,Thus,,"[[0, 4]]",,FALSE,FALSE
MUSS_047,MUSS,scotus,deletion,United States ex rel.,,"[[8, 29]]",,TRUE,TRUE
MUSS_047,MUSS,scotus,substitution,"reaffirmed,",said that,"[[78, 89]]","[[51, 60]]",FALSE,FALSE
MUSS_047,MUSS,scotus,split,,,,,FALSE,FALSE
MUSS_047,MUSS,scotus,insertion,,The court said,,"[[170, 184]]",FALSE,FALSE
MUSS_047,MUSS,scotus,deletion,and “[n]o limits can be put by the courts upon” that power.,,"[[346, 405]]",,FALSE,FALSE
MUSS_047,MUSS,scotus,deletion,in the case of,,"[[90, 104]]",,FALSE,FALSE
MUSS_047,MUSS,scotus,substitution,denied admission,it could not stop,"[[133, 149]]","[[61, 78]]",FALSE,FALSE
MUSS_047,MUSS,scotus,deletion,the longstanding principle,,"[[185, 211]]",,FALSE,FALSE
MUSS_047,MUSS,scotus,insertion,,from coming to the United States,,"[[99, 131]]",FALSE,FALSE
MUSS_048,MUSS,scotus,substitution,"vacated the judgment,","threw out the decision,","[[91, 112]]","[[91, 114]]",FALSE,FALSE
MUSS_048,MUSS,scotus,substitution,holding,saying,"[[113, 120]]","[[115, 121]]",FALSE,FALSE
MUSS_048,MUSS,scotus,substitution,in her husband’s visa application.,when she applied for a visa.,"[[182, 216]]","[[161, 189]]",FALSE,FALSE
MUSS_048,MUSS,scotus,substitution,constitutionally protected liberty interest,right to a fair trial,"[[138, 181]]","[[139, 160]]",TRUE,FALSE
MUSS_049,MUSS,scotus,deletion,Thus,,"[[0, 4]]",,FALSE,FALSE
MUSS_049,MUSS,scotus,deletion,to which a criminal defendant is exposed.”,,"[[231, 273]]",,TRUE,FALSE
MUSS_049,MUSS,scotus,insertion,,or too low.,,"[[199, 211]]",FALSE,FALSE
MUSS_049,MUSS,scotus,structure,,,,,FALSE,FALSE
MUSS_050,MUSS,scotus,substitution,But,"However,","[[0, 3]]","[[0, 8]]",FALSE,FALSE
MUSS_050,MUSS,scotus,substitution,hardly,does not,"[[52, 58]]","[[57, 65]]",FALSE,FALSE
MUSS_050,MUSS,scotus,deletion,our precedents,,"[[94, 108]]",,FALSE,FALSE
MUSS_050,MUSS,scotus,substitution,have mistaken the original meaning of,were originally meant that way.,"[[109, 146]]","[[131, 162]]",FALSE,FALSE
DisSim_001,DisSim,scotus,insertion,,This was,,"[[207, 215]]",FALSE,FALSE
DisSim_001,DisSim,scotus,reorder,"To determine whether Corner Post’s APA claim is timely,",to determine whether Corner Post's APA claim is timely.,"[[0, 55]]","[[216, 271]]",TRUE,TRUE
DisSim_001,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_002,DisSim,scotus,insertion,,This is what,,"[[92, 104]]",FALSE,FALSE
DisSim_002,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_002,DisSim,scotus,reorder,"§2401(a) should not be interpreted to adopt a “challenger-by-challenger” approach,",2401 (a) should not be interpreted to adopt a `` challenger-by-challenger '' approach.,"[[28, 110]]","[[2, 88]]",TRUE,TRUE
DisSim_002,DisSim,scotus,deletion,While,,"[[0, 5]]",,FALSE,FALSE
DisSim_002,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_003,DisSim,scotus,reorder,dictionaries also explained,dictionaries also explained.,"[[29, 56]]","[[135, 163]]",FALSE,FALSE
DisSim_003,DisSim,scotus,deletion,that,,"[[57, 61]]",,FALSE,FALSE
DisSim_003,DisSim,scotus,insertion,,This was what,,"[[121, 134]]",FALSE,FALSE
DisSim_003,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_003,DisSim,scotus,substitution,which,Motion,"[[177, 182]]","[[167, 173]]",FALSE,FALSE
DisSim_003,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_003,DisSim,scotus,deletion,"Importantly, contemporaneous",,"[[0, 28]]",,FALSE,FALSE
DisSim_004,DisSim,scotus,insertion,,This is,,"[[89, 96]]",FALSE,FALSE
DisSim_004,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_004,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_004,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_004,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_005,DisSim,scotus,insertion,,Corner Post is,,"[[64, 78]]",FALSE,FALSE
DisSim_005,DisSim,scotus,reorder,The APA provisions grant,The APA provisions grant.,"[[0, 24]]","[[79, 104]]",TRUE,TRUE
DisSim_005,DisSim,scotus,insertion,,This is,,"[[139, 146]]",FALSE,FALSE
DisSim_005,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_005,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_005,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_006,DisSim,scotus,insertion,,This is what,,"[[218, 230]]",FALSE,FALSE
DisSim_006,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_006,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_006,DisSim,scotus,reorder,statutes of repose reflect a,statutes of repose reflect a.,"[[93, 121]]","[[231, 260]]",TRUE,FALSE
DisSim_007,DisSim,scotus,insertion,,All was,,"[[220, 227]]",FALSE,FALSE
DisSim_007,DisSim,scotus,insertion,,were,,"[[244, 248]]",FALSE,FALSE
DisSim_007,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_007,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_007,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_007,DisSim,scotus,reorder,"some, but not all,","for some, but not all.","[[181, 199]]","[[81, 103]]",FALSE,FALSE
DisSim_007,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_008,DisSim,scotus,no_edit,,,,,FALSE,FALSE
DisSim_009,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_010,DisSim,scotus,insertion,,This is,,"[[33, 40]]",FALSE,FALSE
DisSim_010,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_010,DisSim,scotus,substitution,that,The agency actions,"[[89, 93]]","[[104, 122]]",TRUE,FALSE
DisSim_010,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_010,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_011,DisSim,scotus,no_edit,,,,,FALSE,FALSE
DisSim_012,DisSim,scotus,insertion,,This is,,"[[76, 83]]",FALSE,FALSE
DisSim_012,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_012,DisSim,scotus,insertion,,This is,,"[[103, 110]]",FALSE,FALSE
DisSim_012,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_012,DisSim,scotus,reorder,"Notwithstanding Crown Coat’s holding,",notwithstanding Crown Coat 's holding.,"[[0, 37]]","[[111, 149]]",TRUE,FALSE
DisSim_012,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_012,DisSim,scotus,insertion,,try to marshal support.,,"[[49, 72]]",TRUE,FALSE
DisSim_013,DisSim,scotus,insertion,,Absent vacatur is,,"[[77, 94]]",TRUE,FALSE
DisSim_013,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_013,DisSim,scotus,reorder,the remedy for a regulated plaintiff,the remedy for a regulated plaintiff.,"[[16, 52]]","[[95, 132]]",TRUE,FALSE
DisSim_014,DisSim,scotus,insertion,,This is,,"[[94, 101]]",FALSE,FALSE
DisSim_014,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_015,DisSim,scotus,insertion,,This is,,"[[181, 188]]",FALSE,FALSE
DisSim_015,DisSim,scotus,reorder,"To decide the facial challenges here,",to decide the facial challenges here.,"[[0, 37]]","[[189, 226]]",TRUE,FALSE
DisSim_015,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_015,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_015,DisSim,scotus,insertion,,The courts below must,,"[[134, 155]]",FALSE,FALSE
DisSim_016,DisSim,scotus,insertion,,But that conclusion would rest on a serious misunderstanding,,"[[94, 154]]",TRUE,FALSE
DisSim_016,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_017,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_018,DisSim,scotus,insertion,,This was what,,"[[179, 192]]",FALSE,FALSE
DisSim_018,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_018,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_018,DisSim,scotus,reorder,The Court has repeatedly held,the Court has repeatedly held.,"[[0, 29]]","[[193, 223]]",TRUE,TRUE
DisSim_018,DisSim,scotus,deletion,that,,"[[30, 34]]",,FALSE,FALSE
DisSim_018,DisSim,scotus,substitution,which,its own expressive activity.,"[[210, 215]]","[[270, 298]]",TRUE,FALSE
DisSim_019,DisSim,scotus,insertion,,This is,,"[[32, 39]]",FALSE,FALSE
DisSim_019,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_019,DisSim,scotus,reorder,three general points emerge.,Three general points emerge.,"[[36, 64]]","[[0, 28]]",FALSE,TRUE
DisSim_020,DisSim,scotus,reorder,"First,",first.,"[[0, 6]]","[[190, 196]]",FALSE,TRUE
DisSim_020,DisSim,scotus,insertion,,This was,,"[[181, 189]]",FALSE,FALSE
DisSim_020,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_020,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_021,DisSim,scotus,insertion,,This is,,"[[126, 133]]",FALSE,FALSE
DisSim_021,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_022,DisSim,scotus,reorder,"To ensure “the free exchange of ideas and information,”",to ensure `` the free exchange of ideas and information.,"[[0, 55]]","[[179, 235]]",FALSE,FALSE
DisSim_022,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_022,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_022,DisSim,scotus,insertion,,This is,,"[[171, 178]]",FALSE,FALSE
DisSim_022,DisSim,scotus,insertion,,H. B. 20 requires regulated platforms to abide by,,"[[93, 142]]",TRUE,FALSE
DisSim_023,DisSim,scotus,insertion,,This is,,"[[29, 36]]",FALSE,FALSE
DisSim_023,DisSim,scotus,insertion,,This was,,"[[49, 57]]",FALSE,FALSE
DisSim_023,DisSim,scotus,insertion,,This was,,"[[349, 357]]",FALSE,FALSE
DisSim_023,DisSim,scotus,insertion,,The law,,"[[658, 665]]",FALSE,FALSE
DisSim_023,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_023,DisSim,scotus,insertion,,This was,,"[[604, 612]]",FALSE,FALSE
DisSim_023,DisSim,scotus,insertion,,This was,,"[[579, 587]]",FALSE,FALSE
DisSim_023,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_023,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_023,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_023,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_023,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_023,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_023,DisSim,scotus,insertion,,Violence was,,"[[388, 400]]",FALSE,FALSE
DisSim_023,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_023,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_023,DisSim,scotus,reorder,"However,",however.,"[[0, 8]]","[[37, 45]]",FALSE,FALSE
DisSim_023,DisSim,scotus,reorder,as peace officer or judge”;,as peace officer or judge.,"[[424, 451]]","[[358, 384]]",TRUE,FALSE
DisSim_023,DisSim,scotus,insertion,,however.,,"[[613, 621]]",FALSE,FALSE
DisSim_024,DisSim,scotus,no_edit,,,,,FALSE,FALSE
DisSim_025,DisSim,scotus,insertion,,NetChoice was,,"[[0, 13]]",FALSE,FALSE
DisSim_025,DisSim,scotus,insertion,,This was,,"[[96, 104]]",FALSE,FALSE
DisSim_025,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_025,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_025,DisSim,scotus,insertion,,This was,,"[[170, 178]]",FALSE,FALSE
DisSim_025,DisSim,scotus,insertion,,It was,,"[[150, 156]]",FALSE,FALSE
DisSim_025,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_025,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_025,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_026,DisSim,scotus,insertion,,The reasons,,"[[94, 105]]",FALSE,FALSE
DisSim_026,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_026,DisSim,scotus,insertion,,This is,,"[[212, 219]]",FALSE,FALSE
DisSim_026,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_026,DisSim,scotus,deletion,that,,"[[12, 16]]",,FALSE,FALSE
DisSim_026,DisSim,scotus,reorder,from criminal prosecution for acts,from criminal prosecution for acts.,"[[59, 93]]","[[220, 255]]",TRUE,FALSE
DisSim_026,DisSim,scotus,reorder,do not extend to conduct in areas where his authority is shared with Congress.,do not extend to conduct in areas where his authority is shared with Congress.,"[[153, 231]]","[[12, 90]]",TRUE,TRUE
DisSim_027,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_027,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_027,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_027,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_028,DisSim,scotus,insertion,,This was,,"[[110, 118]]",FALSE,FALSE
DisSim_028,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_028,DisSim,scotus,insertion,,This was,,"[[158, 166]]",FALSE,FALSE
DisSim_028,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_028,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_029,DisSim,scotus,reorder,to ensure that he can undertake the especially sensitive duties of his office with bold and unhesitating action.,to ensure that he can undertake the especially sensitive duties of his office with bold and unhesitating action.,"[[165, 277]]","[[18, 130]]",FALSE,FALSE
DisSim_029,DisSim,scotus,insertion,,This is,,"[[172, 179]]",FALSE,FALSE
DisSim_029,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_029,DisSim,scotus,insertion,,Actions were,,"[[222, 234]]",FALSE,FALSE
DisSim_029,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_029,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_030,DisSim,scotus,reorder,the nature of Presidential power requires,The nature of Presidential power requires.,"[[73, 114]]","[[16, 58]]",TRUE,FALSE
DisSim_030,DisSim,scotus,insertion,,This is,,"[[62, 69]]",FALSE,FALSE
DisSim_030,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_030,DisSim,scotus,insertion,,This is,,"[[129, 136]]",FALSE,FALSE
DisSim_030,DisSim,scotus,insertion,,This is,,"[[169, 176]]",FALSE,FALSE
DisSim_030,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_030,DisSim,scotus,reorder,during his tenure in office.,during his tenure in office.,"[[202, 230]]","[[137, 165]]",FALSE,FALSE
DisSim_030,DisSim,scotus,reorder,a former President have some immunity,A former President have some immunity.,"[[120, 157]]","[[225, 263]]",TRUE,FALSE
DisSim_030,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_030,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_030,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_031,DisSim,scotus,insertion,,This is,,"[[49, 56]]",FALSE,FALSE
DisSim_031,DisSim,scotus,insertion,,Tull v. United States is,,"[[235, 259]]",TRUE,FALSE
DisSim_031,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_031,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_031,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_031,DisSim,scotus,reorder,"Following the analysis set forth in Granfinanciera, S. A. v. Nordberg, 492 U. S. 33, and Tull v. United States,","following the analysis set forth in Granfinanciera, S. A. v. Nordberg, 492 U. S. 33, and Tull v. United States.","[[0, 111]]","[[57, 168]]",TRUE,TRUE
DisSim_032,DisSim,scotus,insertion,,The sort,,"[[187, 195]]",FALSE,FALSE
DisSim_032,DisSim,scotus,insertion,,This was,,"[[127, 135]]",FALSE,FALSE
DisSim_032,DisSim,scotus,reorder,"To determine whether a suit is legal in nature,",to determine whether a suit is legal in nature.,"[[0, 47]]","[[136, 183]]",FALSE,FALSE
DisSim_032,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_032,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_033,DisSim,scotus,insertion,,This was,,"[[81, 89]]",FALSE,FALSE
DisSim_033,DisSim,scotus,deletion,that,,"[[51, 55]]",,FALSE,FALSE
DisSim_033,DisSim,scotus,reorder,matters concerning private rights may not be removed from Article III courts.,Matters concerning private rights may not be removed from Article III courts.,"[[56, 133]]","[[0, 77]]",TRUE,TRUE
DisSim_033,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_033,DisSim,scotus,reorder,"On that basis,",on that basis.,"[[0, 14]]","[[131, 145]]",FALSE,FALSE
DisSim_034,DisSim,scotus,insertion,,The Court was,,"[[0, 13]]",FALSE,FALSE
DisSim_034,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_034,DisSim,scotus,insertion,,The remedy.,,"[[108, 119]]",FALSE,FALSE
DisSim_034,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_034,DisSim,scotus,insertion,,This was,,"[[219, 227]]",FALSE,FALSE
DisSim_034,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_034,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_034,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_034,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_034,DisSim,scotus,insertion,,The Court was,,"[[42, 55]]",FALSE,FALSE
DisSim_034,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_035,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_035,DisSim,scotus,reorder,"a debtor files for bankruptcy,",debtor files for bankruptcy.,"[[5, 35]]","[[82, 110]]",TRUE,FALSE
DisSim_036,DisSim,scotus,insertion,,This is,,"[[181, 188]]",FALSE,FALSE
DisSim_036,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_036,DisSim,scotus,reorder,"Under Chapter 11,",under Chapter 11.,"[[0, 17]]","[[189, 206]]",TRUE,TRUE
DisSim_036,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_036,DisSim,scotus,insertion,,The debtor must,,"[[101, 116]]",FALSE,FALSE
DisSim_036,DisSim,scotus,insertion,,This is,,"[[132, 139]]",FALSE,FALSE
DisSim_036,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_037,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_037,DisSim,scotus,insertion,,Provisions,,"[[55, 65]]",FALSE,FALSE
DisSim_038,DisSim,scotus,reorder,paragraph,paragraph,"[[89, 98]]","[[140, 149]]",FALSE,FALSE
DisSim_038,DisSim,scotus,reorder,-6,(6).,"[[99, 102]]","[[129, 133]]",FALSE,TRUE
DisSim_038,DisSim,scotus,insertion,,reason.,,"[[150, 157]]",FALSE,FALSE
DisSim_038,DisSim,scotus,insertion,,Is,,"[[137, 139]]",FALSE,FALSE
DisSim_038,DisSim,scotus,insertion,,They reason,,"[[117, 128]]",FALSE,FALSE
DisSim_038,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_038,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_039,DisSim,scotus,deletion,While,,"[[0, 5]]",,FALSE,FALSE
DisSim_039,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_039,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_039,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_039,DisSim,scotus,insertion,,This is,,"[[61, 68]]",FALSE,FALSE
DisSim_039,DisSim,scotus,reorder,it cannot be read under the canon of ejusdem generis,It can not be read under the canon of ejusdem generis.,"[[86, 138]]","[[257, 311]]",TRUE,FALSE
DisSim_039,DisSim,scotus,insertion,,This was,,"[[95, 103]]",FALSE,FALSE
DisSim_040,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_040,DisSim,scotus,reorder,federal bribery law provides for a 15-year maximum prison sentence.,Federal bribery law provides for a 15-year maximum prison sentence.,"[[59, 126]]","[[0, 67]]",TRUE,TRUE
DisSim_041,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_041,DisSim,scotus,reorder,President,President.,"[[29, 38]]","[[221, 231]]",FALSE,FALSE
DisSim_041,DisSim,scotus,insertion,,Reagan was,,"[[210, 220]]",FALSE,FALSE
DisSim_041,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_041,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_041,DisSim,scotus,insertion,,This was,,"[[38, 46]]",FALSE,FALSE
DisSim_041,DisSim,scotus,reorder,"In 1984,",in 1984.,"[[0, 8]]","[[47, 55]]",FALSE,TRUE
DisSim_041,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_042,DisSim,scotus,insertion,,This was,,"[[178, 186]]",FALSE,FALSE
DisSim_042,DisSim,scotus,insertion,,This was,,"[[213, 221]]",FALSE,FALSE
DisSim_042,DisSim,scotus,insertion,,Federal officials were,,"[[696, 718]]",FALSE,FALSE
DisSim_042,DisSim,scotus,reorder,"§201(b),",§ 201 (b).,"[[96, 104]]","[[719, 730]]",TRUE,TRUE
DisSim_042,DisSim,scotus,split,,,,,FALSE,FALSE
DisSim_042,DisSim,scotus,insertion,,to be influenced.,,"[[96, 113]]",FALSE,FALSE
