Sentence ID,Source,Target,System,Dataset,Family,Edit Type,Edit Sub-Type,Edit Classification,Structure Sub-Type,Quality,Information Impact,Grammar Error,Significance,Input Index,Output Index,Constituent Edits,Is Constituent Edit,Parent Edit Type,Constituent Input Index,Constituent Output Index,Input Text,Output Text,has_specialized_terms,contains_named_entity
LLAMA_036,"Von der Vorläuferbauart wurde auch die Länge über Puffer von 21,72 Metern übernommen, was gegenüber den Anfang der zwanziger Jahre beschafften Fahrzeugen die Vergrößerung der Abteile ermöglichte, teilweise wurde aber auch die Abteilanzahl leicht erhöht.","Die neue Bauart hatte ein Längen von 21,72 Metern. || Damit konnten die Wagenabteile größer werden, manche Züge hatten sogar mehr Abteile als zuvor.",LLAMA,wikiDE,Conceptual,substitution,Information Rewrite,Bad Substitution,,Error,Same Information,No,1,"[[0, 23]]","[[0, 15]]",0,False,,[],[],Von der Vorläuferbauart,Die neue Bauart,True,False
LLAMA_036,"Von der Vorläuferbauart wurde auch die Länge über Puffer von 21,72 Metern übernommen, was gegenüber den Anfang der zwanziger Jahre beschafften Fahrzeugen die Vergrößerung der Abteile ermöglichte, teilweise wurde aber auch die Abteilanzahl leicht erhöht.","Die neue Bauart hatte ein Längen von 21,72 Metern. || Damit konnten die Wagenabteile größer werden, manche Züge hatten sogar mehr Abteile als zuvor.",LLAMA,wikiDE,Syntax,structure,Voice,Bad Structure,Voice,Error,Same Information,No,1,,,1,False,,"[[[24, 29], [74, 85]]]","[[[16, 21]]]",,,False,False
LLAMA_036,"Von der Vorläuferbauart wurde auch die Länge über Puffer von 21,72 Metern übernommen, was gegenüber den Anfang der zwanziger Jahre beschafften Fahrzeugen die Vergrößerung der Abteile ermöglichte, teilweise wurde aber auch die Abteilanzahl leicht erhöht.","Die neue Bauart hatte ein Längen von 21,72 Metern. || Damit konnten die Wagenabteile größer werden, manche Züge hatten sogar mehr Abteile als zuvor.",LLAMA,wikiDE,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[196, 205]]","[[100, 111]]",0,False,,[],[],teilweise,manche Züge,False,False
LLAMA_037,"Die für den Fährverkehr nach Schweden und Dänemark vorgesehenen Wagen erhielten Drehgestelle amerikanischer Bauart, Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach.",Die Wagen für die Fähre nach Schweden und Dänemark erhielten amerikanische Drehgestelle. || Außerdem wurden Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach installiert.,LLAMA,wikiDE,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[93, 115]]","[[61, 74]]",0,False,,[],[],"amerikanischer Bauart,",amerikanische,False,True
LLAMA_037,"Die für den Fährverkehr nach Schweden und Dänemark vorgesehenen Wagen erhielten Drehgestelle amerikanischer Bauart, Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach.",Die Wagen für die Fähre nach Schweden und Dänemark erhielten amerikanische Drehgestelle. || Außerdem wurden Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach installiert.,LLAMA,wikiDE,Syntax,split,Sentence Split,Good Split,,No Error,Same Information,No,1,,,1,False,,[None],"[[[89, 91]]]",,,False,False
LLAMA_037,"Die für den Fährverkehr nach Schweden und Dänemark vorgesehenen Wagen erhielten Drehgestelle amerikanischer Bauart, Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach.",Die Wagen für die Fähre nach Schweden und Dänemark erhielten amerikanische Drehgestelle. || Außerdem wurden Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach installiert.,LLAMA,wikiDE,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[92, 107]]",0,False,,[],[],,Außerdem wurden,False,False
LLAMA_037,"Die für den Fährverkehr nach Schweden und Dänemark vorgesehenen Wagen erhielten Drehgestelle amerikanischer Bauart, Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach.",Die Wagen für die Fähre nach Schweden und Dänemark erhielten amerikanische Drehgestelle. || Außerdem wurden Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach installiert.,LLAMA,wikiDE,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[180, 192]]",0,False,,[],[],,installiert.,False,False
LLAMA_037,"Die für den Fährverkehr nach Schweden und Dänemark vorgesehenen Wagen erhielten Drehgestelle amerikanischer Bauart, Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach.",Die Wagen für die Fähre nach Schweden und Dänemark erhielten amerikanische Drehgestelle. || Außerdem wurden Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach installiert.,LLAMA,wikiDE,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,1,"[[51, 63]]",,0,False,,[],[],vorgesehenen,,False,False
LLAMA_037,"Die für den Fährverkehr nach Schweden und Dänemark vorgesehenen Wagen erhielten Drehgestelle amerikanischer Bauart, Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach.",Die Wagen für die Fähre nach Schweden und Dänemark erhielten amerikanische Drehgestelle. || Außerdem wurden Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach installiert.,LLAMA,wikiDE,Syntax,reorder,Component-level Reorder,Good Reorder,,No Error,Same Information,No,1,"[[64, 69]]","[[4, 9]]",0,False,,[],[],Wagen,Wagen,False,False
LLAMA_037,"Die für den Fährverkehr nach Schweden und Dänemark vorgesehenen Wagen erhielten Drehgestelle amerikanischer Bauart, Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach.",Die Wagen für die Fähre nach Schweden und Dänemark erhielten amerikanische Drehgestelle. || Außerdem wurden Trossenösen an den Langträgern und Scheuerleisten mit Ösen auf dem Dach installiert.,LLAMA,wikiDE,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[8, 23]]","[[14, 23]]",0,False,,[],[],den Fährverkehr,die Fähre,False,False
LLAMA_038,Die Gepäckwagen der Bauarten Pw4ü-28 und Pw4ü-29 unterschieden sich grundsätzlich nur durch die verbesserte Beleuchtung der neueren Wagen.,"Die beiden Züge hatten die gleichen Funktionen, aber der jüngere hatte bessere Lampen.",LLAMA,wikiDE,Conceptual,deletion,Bad Deletion,Bad Deletion,,Error,Generalization,No,2,"[[16, 48]]",,0,False,,[],[],der Bauarten Pw4ü-28 und Pw4ü-29,,True,True
LLAMA_038,Die Gepäckwagen der Bauarten Pw4ü-28 und Pw4ü-29 unterschieden sich grundsätzlich nur durch die verbesserte Beleuchtung der neueren Wagen.,"Die beiden Züge hatten die gleichen Funktionen, aber der jüngere hatte bessere Lampen.",LLAMA,wikiDE,Conceptual,substitution,Bad Deletion,Bad Substitution,,Error,Same Information,No,2,"[[4, 15]]","[[11, 15]]",0,False,,[],[],Gepäckwagen,Züge,False,False
LLAMA_038,Die Gepäckwagen der Bauarten Pw4ü-28 und Pw4ü-29 unterschieden sich grundsätzlich nur durch die verbesserte Beleuchtung der neueren Wagen.,"Die beiden Züge hatten die gleichen Funktionen, aber der jüngere hatte bessere Lampen.",LLAMA,wikiDE,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[4, 10]]",0,False,,[],[],,beiden,False,False
LLAMA_038,Die Gepäckwagen der Bauarten Pw4ü-28 und Pw4ü-29 unterschieden sich grundsätzlich nur durch die verbesserte Beleuchtung der neueren Wagen.,"Die beiden Züge hatten die gleichen Funktionen, aber der jüngere hatte bessere Lampen.",LLAMA,wikiDE,Conceptual,substitution,Complex Wrong,Bad Substitution,,Error,Same Information,No,1,"[[49, 85]]","[[16, 47]]",0,False,,[],[],unterschieden sich grundsätzlich nur,"hatten die gleichen Funktionen,",False,False
LLAMA_038,Die Gepäckwagen der Bauarten Pw4ü-28 und Pw4ü-29 unterschieden sich grundsätzlich nur durch die verbesserte Beleuchtung der neueren Wagen.,"Die beiden Züge hatten die gleichen Funktionen, aber der jüngere hatte bessere Lampen.",LLAMA,wikiDE,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[96, 119]]","[[71, 86]]",0,False,,[],[],verbesserte Beleuchtung,bessere Lampen.,False,False
LLAMA_038,Die Gepäckwagen der Bauarten Pw4ü-28 und Pw4ü-29 unterschieden sich grundsätzlich nur durch die verbesserte Beleuchtung der neueren Wagen.,"Die beiden Züge hatten die gleichen Funktionen, aber der jüngere hatte bessere Lampen.",LLAMA,wikiDE,Conceptual,substitution,Complex Wrong,Bad Substitution,,Error,Same Information,No,1,"[[120, 138]]","[[53, 64]]",0,False,,[],[],der neueren Wagen.,der jüngere,False,False
LLAMA_038,Die Gepäckwagen der Bauarten Pw4ü-28 und Pw4ü-29 unterschieden sich grundsätzlich nur durch die verbesserte Beleuchtung der neueren Wagen.,"Die beiden Züge hatten die gleichen Funktionen, aber der jüngere hatte bessere Lampen.",LLAMA,wikiDE,Lexical,deletion,Trivial Change,Trivial Deletion,,Trivial,Generalization,No,0,"[[86, 95]]",,0,False,,[],[],durch die,,False,False
LLAMA_038,Die Gepäckwagen der Bauarten Pw4ü-28 und Pw4ü-29 unterschieden sich grundsätzlich nur durch die verbesserte Beleuchtung der neueren Wagen.,"Die beiden Züge hatten die gleichen Funktionen, aber der jüngere hatte bessere Lampen.",LLAMA,wikiDE,Syntax,structure,Clausal Structure,Trivial Structure,Clausal Structure,Trivial,Same Information,No,0,,,2,False,,"[None, None]","[[[48, 52]], [[65, 70]]]",,,False,False
LLAMA_039,"Internationale Aufmerksamkeit erhielt die Gasse, als im August 2024 die drei Wiener Konzerte der US-amerikanischen Musikerin Taylor Swift im Rahmen ihrer The Eras Tour aufgrund eines geplanten terroristischen Anschlags abgesagt wurden.","Im August 2024 musste Taylor Swift ihre Konzerte in Wien absagen, weil ein Terroranschlag geplant war.",LLAMA,wikiDE,Conceptual,deletion,Bad Deletion,Bad Deletion,,Error,Generalization,No,3,"[[0, 52]]",,0,False,,[],[],"Internationale Aufmerksamkeit erhielt die Gasse, als",,False,False
LLAMA_039,"Internationale Aufmerksamkeit erhielt die Gasse, als im August 2024 die drei Wiener Konzerte der US-amerikanischen Musikerin Taylor Swift im Rahmen ihrer The Eras Tour aufgrund eines geplanten terroristischen Anschlags abgesagt wurden.","Im August 2024 musste Taylor Swift ihre Konzerte in Wien absagen, weil ein Terroranschlag geplant war.",LLAMA,wikiDE,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,2,"[[138, 167]]",,0,False,,[],[],im Rahmen ihrer The Eras Tour,,False,True
LLAMA_039,"Internationale Aufmerksamkeit erhielt die Gasse, als im August 2024 die drei Wiener Konzerte der US-amerikanischen Musikerin Taylor Swift im Rahmen ihrer The Eras Tour aufgrund eines geplanten terroristischen Anschlags abgesagt wurden.","Im August 2024 musste Taylor Swift ihre Konzerte in Wien absagen, weil ein Terroranschlag geplant war.",LLAMA,wikiDE,Syntax,structure,Clausal Structure,Good Structure,Clausal Structure,No Error,Same Information,No,1,,,1,False,,"[[[168, 218]]]","[[[66, 102]]]",,,False,False
LLAMA_039,"Internationale Aufmerksamkeit erhielt die Gasse, als im August 2024 die drei Wiener Konzerte der US-amerikanischen Musikerin Taylor Swift im Rahmen ihrer The Eras Tour aufgrund eines geplanten terroristischen Anschlags abgesagt wurden.","Im August 2024 musste Taylor Swift ihre Konzerte in Wien absagen, weil ein Terroranschlag geplant war.",LLAMA,wikiDE,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,1,"[[68, 76]]","[[35, 39]]",0,False,,[],[],die drei,ihre,False,False
LLAMA_039,"Internationale Aufmerksamkeit erhielt die Gasse, als im August 2024 die drei Wiener Konzerte der US-amerikanischen Musikerin Taylor Swift im Rahmen ihrer The Eras Tour aufgrund eines geplanten terroristischen Anschlags abgesagt wurden.","Im August 2024 musste Taylor Swift ihre Konzerte in Wien absagen, weil ein Terroranschlag geplant war.",LLAMA,wikiDE,Syntax,structure,Part of Speech,Good Structure,Part of Speech,No Error,Same Information,No,1,,,1,False,,"[[[77, 83]]]","[[[49, 56]]]",,,False,False
LLAMA_039,"Internationale Aufmerksamkeit erhielt die Gasse, als im August 2024 die drei Wiener Konzerte der US-amerikanischen Musikerin Taylor Swift im Rahmen ihrer The Eras Tour aufgrund eines geplanten terroristischen Anschlags abgesagt wurden.","Im August 2024 musste Taylor Swift ihre Konzerte in Wien absagen, weil ein Terroranschlag geplant war.",LLAMA,wikiDE,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[15, 21]]",0,False,,[],[],,musste,False,False
LLAMA_039,"Internationale Aufmerksamkeit erhielt die Gasse, als im August 2024 die drei Wiener Konzerte der US-amerikanischen Musikerin Taylor Swift im Rahmen ihrer The Eras Tour aufgrund eines geplanten terroristischen Anschlags abgesagt wurden.","Im August 2024 musste Taylor Swift ihre Konzerte in Wien absagen, weil ein Terroranschlag geplant war.",LLAMA,wikiDE,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,2,"[[93, 124]]",,0,False,,[],[],der US-amerikanischen Musikerin,,False,True
LLAMA_039,"Internationale Aufmerksamkeit erhielt die Gasse, als im August 2024 die drei Wiener Konzerte der US-amerikanischen Musikerin Taylor Swift im Rahmen ihrer The Eras Tour aufgrund eines geplanten terroristischen Anschlags abgesagt wurden.","Im August 2024 musste Taylor Swift ihre Konzerte in Wien absagen, weil ein Terroranschlag geplant war.",LLAMA,wikiDE,Syntax,reorder,Trivial Change,Good Reorder,,Trivial,Same Information,No,0,"[[125, 137]]","[[22, 34]]",0,False,,[],[],Taylor Swift,Taylor Swift,False,True
LLAMA_040,"Alle Gebäude der Corneliusgasse (bis auf Haus Nr. 6) befindet sich in einer baulichen Schutzzone, die von der Stadt Wien definiert wurde. ",Das Gebiet der Corneliusgasse ist durch eine Schutzzone für alte Häuser umgeben.,LLAMA,wikiDE,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,2,,"[[56, 71]]",0,False,,[],[],,für alte Häuser,False,False
LLAMA_040,"Alle Gebäude der Corneliusgasse (bis auf Haus Nr. 6) befindet sich in einer baulichen Schutzzone, die von der Stadt Wien definiert wurde. ",Das Gebiet der Corneliusgasse ist durch eine Schutzzone für alte Häuser umgeben.,LLAMA,wikiDE,Conceptual,deletion,Bad Deletion,Bad Deletion,,Error,Generalization,No,1,"[[76, 85]]",,0,False,,[],[],baulichen,,False,False
LLAMA_040,"Alle Gebäude der Corneliusgasse (bis auf Haus Nr. 6) befindet sich in einer baulichen Schutzzone, die von der Stadt Wien definiert wurde. ",Das Gebiet der Corneliusgasse ist durch eine Schutzzone für alte Häuser umgeben.,LLAMA,wikiDE,Conceptual,substitution,Bad Deletion,Bad Substitution,,Error,Same Information,No,1,"[[0, 12]]","[[0, 10]]",0,False,,[],[],Alle Gebäude,Das Gebiet,False,False
LLAMA_040,"Alle Gebäude der Corneliusgasse (bis auf Haus Nr. 6) befindet sich in einer baulichen Schutzzone, die von der Stadt Wien definiert wurde. ",Das Gebiet der Corneliusgasse ist durch eine Schutzzone für alte Häuser umgeben.,LLAMA,wikiDE,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,2,"[[32, 52]]",,0,False,,[],[],(bis auf Haus Nr. 6),,False,True
LLAMA_040,"Alle Gebäude der Corneliusgasse (bis auf Haus Nr. 6) befindet sich in einer baulichen Schutzzone, die von der Stadt Wien definiert wurde. ",Das Gebiet der Corneliusgasse ist durch eine Schutzzone für alte Häuser umgeben.,LLAMA,wikiDE,Conceptual,substitution,Information Rewrite,Bad Substitution,,Error,Same Information,No,1,"[[53, 69]]","[[30, 33], [34, 39], [72, 80]]",0,False,,[],[],befindet sich in,ist | durch | umgeben.,False,False
LLAMA_040,"Alle Gebäude der Corneliusgasse (bis auf Haus Nr. 6) befindet sich in einer baulichen Schutzzone, die von der Stadt Wien definiert wurde. ",Das Gebiet der Corneliusgasse ist durch eine Schutzzone für alte Häuser umgeben.,LLAMA,wikiDE,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,3,"[[98, 137]]",,0,False,,[],[],die von der Stadt Wien definiert wurde.,,False,True
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Syntax,reorder,Trivial Change,Good Reorder,,Trivial,Same Information,No,0,"[[0, 10]]","[[24, 34]]",0,False,,[],[],Viele Fans,viele Fans,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Syntax,reorder,Bad Component Reorder,Bad Reorder,,Error,Same Information,No,1,"[[19, 35]]","[[0, 15]]",0,False,,[],[],"nach der Absage,",Nach der Absage,False,True
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Conceptual,deletion,Bad Deletion,Bad Deletion,,Error,Generalization,No,2,"[[36, 40]]",,0,False,,[],[],etwa,,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Syntax,structure,Part of Speech,Good Structure,Part of Speech,No Error,Same Information,No,1,,,1,False,,"[[[41, 60]]]","[[[35, 46]]]",,,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[50, 68]]",0,False,,[],[],,Dazu besuchten sie,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Syntax,split,Bad Split,Bad Split,,Error,Same Information,No,1,,,1,False,,[None],"[[[47, 49]]]",,,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Lexical,deletion,Trivial Change,Trivial Deletion,,Trivial,Generalization,No,0,"[[80, 84]]",,0,False,,[],[],"auf,",,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[105, 109]]",0,False,,[],[],,dort,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Lexical,substitution,Trivial Change,Trivial Substitution,,Trivial,Same Information,No,0,"[[146, 156]]","[[113, 123]]",0,False,,[],[],einen Song,einem Lied,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Conceptual,deletion,,Good Deletion,,No Error,Generalization,No,2,"[[115, 145]]",,0,False,,[],[],veröffentlichten Album „Lover“,,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Lexical,deletion,Trivial Change,Trivial Deletion,,Trivial,Generalization,No,0,"[[104, 109]]",,0,False,,[],[],ihrem,,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Conceptual,deletion,Bad Deletion,Bad Deletion,,Error,Generalization,No,2,"[[157, 188]]",,0,False,,[],[],mit dem Titel „Cornelia Street“,,False,True
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Conceptual,substitution,Information Rewrite,Bad Substitution,,Error,Same Information,No,3,"[[189, 205]]","[[133, 142]]",0,False,,[],[],veröffentlichte.,vorkommt.,False,False
LLAMA_041,"Viele Fans suchten nach der Absage, etwa um Trost zu finden, die Corneliusgasse auf, da Taylor Swift in ihrem 2019 veröffentlichten Album „Lover“ einen Song mit dem Titel „Cornelia Street“ veröffentlichte.","Nach der Absage suchten viele Fans nach Trost. || Dazu besuchten sie die Corneliusgasse, da Taylor Swift dort in einem Lied von 2019 vorkommt.",LLAMA,wikiDE,Conceptual,insertion,,Trivial Insertion,,No Error,Elaboration,No,1,,"[[124, 127]]",0,False,,[],[],,von,False,False
LLAMA_042,"Die Unruhen im Vereinigten Königreich 2024 sind eine Serie gewalttätiger Ausschreitungen im Vereinigten Königreich, die nach der Messerattacke in Southport begannen und sich innerhalb von Tagen auf Städte in England und Nordirland ausweiteten.",Im Vereinigten Königreich gibt es aktuell Unruhen. || Sie begannen nach einer Messerattacke in Southport und haben sich schnell auf viele Städte in England und Nordirland ausgebreitet.,LLAMA,wikiDE,Conceptual,insertion,Factual Error,Bad Insertion,,Error,Elaboration,No,3,,"[[26, 41]]",0,False,,[],[],,gibt es aktuell,False,False
LLAMA_042,"Die Unruhen im Vereinigten Königreich 2024 sind eine Serie gewalttätiger Ausschreitungen im Vereinigten Königreich, die nach der Messerattacke in Southport begannen und sich innerhalb von Tagen auf Städte in England und Nordirland ausweiteten.",Im Vereinigten Königreich gibt es aktuell Unruhen. || Sie begannen nach einer Messerattacke in Southport und haben sich schnell auf viele Städte in England und Nordirland ausgebreitet.,LLAMA,wikiDE,Syntax,reorder,Trivial Change,Good Reorder,,Trivial,Same Information,No,0,"[[4, 11]]","[[42, 50]]",0,False,,[],[],Unruhen,Unruhen.,False,False
LLAMA_042,"Die Unruhen im Vereinigten Königreich 2024 sind eine Serie gewalttätiger Ausschreitungen im Vereinigten Königreich, die nach der Messerattacke in Southport begannen und sich innerhalb von Tagen auf Städte in England und Nordirland ausweiteten.",Im Vereinigten Königreich gibt es aktuell Unruhen. || Sie begannen nach einer Messerattacke in Southport und haben sich schnell auf viele Städte in England und Nordirland ausgebreitet.,LLAMA,wikiDE,Syntax,split,Sentence Split,Good Split,,No Error,Same Information,No,1,,,1,False,,[None],"[[[51, 53]]]",,,False,False
LLAMA_042,"Die Unruhen im Vereinigten Königreich 2024 sind eine Serie gewalttätiger Ausschreitungen im Vereinigten Königreich, die nach der Messerattacke in Southport begannen und sich innerhalb von Tagen auf Städte in England und Nordirland ausweiteten.",Im Vereinigten Königreich gibt es aktuell Unruhen. || Sie begannen nach einer Messerattacke in Southport und haben sich schnell auf viele Städte in England und Nordirland ausgebreitet.,LLAMA,wikiDE,Lexical,substitution,Trivial Change,Trivial Substitution,,Trivial,Same Information,No,0,"[[116, 119]]","[[54, 57]]",0,False,,[],[],die,Sie,False,False
LLAMA_042,"Die Unruhen im Vereinigten Königreich 2024 sind eine Serie gewalttätiger Ausschreitungen im Vereinigten Königreich, die nach der Messerattacke in Southport begannen und sich innerhalb von Tagen auf Städte in England und Nordirland ausweiteten.",Im Vereinigten Königreich gibt es aktuell Unruhen. || Sie begannen nach einer Messerattacke in Southport und haben sich schnell auf viele Städte in England und Nordirland ausgebreitet.,LLAMA,wikiDE,Conceptual,substitution,,Good Substitution,,No Error,Same Information,No,2,"[[174, 193]]","[[120, 127]]",0,False,,[],[],innerhalb von Tagen,schnell,False,True
LLAMA_042,"Die Unruhen im Vereinigten Königreich 2024 sind eine Serie gewalttätiger Ausschreitungen im Vereinigten Königreich, die nach der Messerattacke in Southport begannen und sich innerhalb von Tagen auf Städte in England und Nordirland ausweiteten.",Im Vereinigten Königreich gibt es aktuell Unruhen. || Sie begannen nach einer Messerattacke in Southport und haben sich schnell auf viele Städte in England und Nordirland ausgebreitet.,LLAMA,wikiDE,Conceptual,insertion,,Good Insertion,,No Error,Elaboration,No,1,,"[[132, 137]]",0,False,,[],[],,viele,False,False
LLAMA_042,"Die Unruhen im Vereinigten Königreich 2024 sind eine Serie gewalttätiger Ausschreitungen im Vereinigten Königreich, die nach der Messerattacke in Southport begannen und sich innerhalb von Tagen auf Städte in England und Nordirland ausweiteten.",Im Vereinigten Königreich gibt es aktuell Unruhen. || Sie begannen nach einer Messerattacke in Southport und haben sich schnell auf viele Städte in England und Nordirland ausgebreitet.,LLAMA,wikiDE,Lexical,substitution,Trivial Change,Trivial Substitution,,Trivial,Same Information,No,0,"[[231, 243]]","[[171, 184], [109, 114]]",0,False,,[],[],ausweiteten.,ausgebreitet. | haben,False,False
